1,1
26,1
390,1
2,1
27,1
391,1
3,2
17,2
248,2
249,2
4,2
5,2
11,2
19,2
33,1
275,2
34,2
276,2
6,2
7,2
10,2
339,2
8,2
9,2
14,2
15,2
25,2
45,1
340,2
22,2
32,2
12,2
23,2
351,2
352,2
30,2
43,1
353,2
13,2
359,2
29,1
16,2
366,2
18,2
383,2
198,2
382,2
20,2
388,2
134,2
389,2
21,2
165,2
395,2
396,2
401,2
402,2
24,1
403,1
404,1
28,1
192,2
410,2
90,1
91,1
92,1
123,1
31,2
93,1
246,1
146,2
462,2
82,2
486,2
487,2
543,2
135,2
570,2
571,2
35,1
51,1
60,1
67,1
584,1
36,1
38,1
589,1
37,1
56,1
55,1
609,1
39,1
52,1
613,1
40,1
41,1
42,1
47,1
62,1
61,1
109,1
58,1
44,1
46,1
59,1
661,1
63,1
53,1
50,1
663,1
48,1
49,1
65,1
2738,1
665,1
692,1
711,1
68,1
54,1
730,1
727,1
57,1
100,1
737,1
121,1
64,1
754,1
755,1
765,1
764,1
120,1
774,1
122,1
775,1
66,1
803,1
828,1
2736,1
69,1
850,1
70,1
101,1
71,1
72,1
73,1
103,1
880,1
78,1
74,1
75,1
126,1
106,1
897,1
76,1
77,1
79,1
132,1
2734,1
102,1
133,1
89,1
114,1
117,1
119,1
85,1
98,1
116,1
118,1
80,1
81,1
112,1
113,1
127,1
163,2
998,2
999,2
2732,2
83,2
97,2
179,2
1088,2
1089,2
84,1
104,1
1111,1
1110,1
86,1
87,1
129,1
88,1
107,1
1186,1
1187,1
108,1
131,1
94,1
95,1
1232,1
105,1
1231,1
96,1
125,1
1246,1
99,1
1254,1
1253,1
1285,1
1284,1
1287,1
1362,1
1350,1
1352,1
1387,1
110,1
124,1
1393,1
111,1
1433,1
1572,1
115,1
128,1
1632,1
1634,1
1677,1
1687,1
1795,1
1797,1
1798,1
1823,1
1843,1
1842,1
2733,1
130,1
1863,1
1864,1
147,2
1933,2
136,2
137,2
177,2
1955,2
1956,2
155,2
1979,2
138,2
139,2
158,2
1981,2
164,2
1982,2
140,2
166,2
170,2
1987,2
141,2
142,2
149,2
169,2
2013,2
143,2
148,2
154,2
2019,2
2020,2
144,2
145,2
2081,2
2082,2
2097,2
171,2
2096,2
2098,2
160,2
2108,2
2737,2
150,2
151,2
172,2
185,2
152,2
175,2
2150,2
153,2
181,2
2158,2
156,2
2159,2
157,2
2176,2
159,2
174,2
178,2
2175,2
2735,2
161,2
2181,2
2182,2
162,2
2213,2
2216,2
2217,2
167,2
193,2
2218,2
194,2
203,2
168,2
207,2
2237,2
2238,2
2239,2
2240,2
176,2
2242,2
173,2
2241,2
2255,2
2256,2
2261,2
2325,2
2326,2
180,2
2430,2
2451,2
2452,2
182,2
2473,2
183,2
184,2
208,2
200,2
2497,2
186,2
187,2
205,2
2506,2
195,2
206,2
2507,2
188,2
189,2
2511,2
2510,2
190,2
191,2
201,2
2527,2
2529,2
2528,2
2535,2
2536,2
196,2
2600,2
197,2
2603,2
2604,2
199,2
2669,2
2739,2
202,2
2688,2
204,2
2689,2
2706,2
2726,2
2727,2
2729,2
2730,2
209,2
227,2
459,2
210,2
471,2
474,2
211,2
358,2
212,2
481,2
556,2
213,1
412,1
214,1
232,1
574,1
215,2
217,2
218,2
338,2
492,2
216,2
278,2
287,2
219,2
479,2
582,2
220,2
314,2
557,2
221,2
2069,2
222,2
277,2
223,2
387,2
224,1
470,1
482,1
225,2
465,2
578,2
226,2
286,2
269,2
228,2
461,2
498,2
229,2
230,2
231,2
253,2
420,2
233,1
360,1
376,1
234,1
245,1
283,1
235,2
237,2
368,2
236,2
311,2
263,2
367,2
422,2
238,2
335,2
553,2
239,2
378,2
451,2
497,2
512,2
240,2
480,2
2592,2
241,2
303,2
308,2
242,2
243,2
1262,2
244,2
361,2
438,1
247,2
374,2
552,2
256,2
250,2
260,2
270,2
251,2
397,2
475,2
252,1
408,2
254,2
2559,2
255,2
384,2
257,1
258,1
428,1
259,2
331,2
468,2
505,2
261,2
262,2
375,2
264,1
439,1
265,1
282,1
266,2
421,2
267,2
409,2
559,2
268,2
533,2
313,2
437,2
450,2
271,2
317,2
544,2
272,2
356,2
477,2
273,2
336,2
274,2
526,2
563,2
284,2
285,2
310,2
329,2
432,2
300,2
334,2
373,2
510,2
464,2
568,2
513,2
279,2
324,2
280,2
385,2
281,2
290,2
372,2
370,2
405,2
350,2
288,2
399,2
289,2
295,2
2087,2
473,2
291,2
534,2
292,2
302,2
293,2
355,2
447,2
294,2
581,2
312,2
458,2
296,2
444,2
569,2
297,2
309,2
562,2
298,2
299,2
301,1
484,1
304,2
318,2
305,2
579,2
306,2
322,2
323,2
442,2
307,2
478,2
511,2
321,2
386,2
2122,2
316,2
315,2
371,2
349,2
319,2
320,2
466,2
326,2
567,2
325,2
332,2
327,2
328,2
330,1
467,1
706,1
756,1
333,2
2464,2
381,2
499,2
555,2
337,2
501,2
550,2
343,2
342,2
456,2
517,2
341,2
472,2
344,2
2588,2
345,2
417,2
423,2
346,2
347,2
426,2
348,2
506,2
507,2
354,2
494,2
515,2
531,2
490,2
491,2
525,2
548,2
575,2
425,2
357,2
407,2
411,2
518,2
400,1
362,2
363,2
364,2
365,2
431,2
369,2
2679,2
413,2
415,2
454,2
430,2
377,1
483,1
672,1
758,1
379,2
380,2
566,2
406,1
392,2
469,2
393,2
551,2
394,2
416,2
414,2
429,2
398,2
476,1
546,2
452,2
524,2
624,1
446,2
1932,2
418,2
419,2
503,2
529,2
424,2
521,2
561,2
427,2
573,2
440,1
577,2
433,2
434,2
435,1
1272,1
436,1
441,1
443,2
453,2
445,2
708,2
448,1
463,2
449,1
660,1
691,1
455,2
457,2
460,1
770,1
580,2
572,2
724,1
527,2
488,1
485,1
489,1
508,2
522,2
545,2
493,2
495,2
539,2
560,2
496,2
516,2
500,2
558,2
504,2
502,2
538,2
535,2
576,2
509,2
1014,1
514,2
519,2
549,2
564,2
542,2
520,2
1212,2
2383,2
523,2
528,2
530,2
541,2
547,2
532,2
537,2
536,2
540,2
554,2
565,2
583,1
604,1
681,1
785,1
825,1
588,1
698,1
700,1
701,1
585,1
733,1
586,1
760,1
799,1
587,1
605,1
788,1
744,1
590,1
633,1
805,1
620,1
773,1
778,1
787,1
804,1
591,1
679,1
720,1
592,2
618,1
593,1
718,1
1741,1
594,1
595,1
719,1
809,1
810,1
596,1
794,1
798,1
806,1
834,1
597,1
598,1
634,1
820,1
599,1
751,1
792,1
600,1
741,1
835,1
601,1
722,1
831,1
602,1
603,1
738,1
781,1
801,1
606,1
607,1
614,1
608,1
616,1
645,1
703,1
811,1
610,1
702,1
712,1
717,1
611,1
612,1
748,1
704,1
615,1
714,1
617,1
742,1
641,1
619,1
789,1
621,1
827,1
622,1
769,1
780,1
790,1
623,1
627,1
709,1
625,1
628,1
626,1
814,1
736,1
797,1
629,1
655,1
667,1
630,1
631,1
745,1
632,1
676,1
642,1
635,1
636,1
802,1
637,1
830,1
638,1
643,1
715,1
639,1
640,1
786,1
821,1
761,1
644,1
723,1
646,1
647,1
662,1
648,1
649,1
678,1
650,1
652,1
651,1
653,1
674,1
654,1
1018,1
656,1
657,1
725,1
728,1
658,1
716,1
659,1
731,1
818,1
675,1
713,1
823,1
664,1
666,1
668,1
669,1
670,1
671,1
673,1
1578,1
739,1
747,1
677,1
812,1
693,1
680,1
682,1
697,1
683,1
685,1
684,1
791,1
686,1
687,1
688,1
689,1
695,1
690,1
726,1
734,1
782,1
694,1
819,1
822,1
696,1
699,1
749,1
705,1
1709,1
1771,1
707,1
710,1
832,1
721,1
743,1
807,1
732,1
779,1
729,1
735,1
793,1
795,1
1595,1
1657,1
740,1
766,1
815,1
746,1
750,1
752,1
753,1
757,1
776,1
768,1
759,1
762,1
777,1
772,1
763,1
1360,1
767,1
784,1
771,1
796,1
783,1
826,1
1691,1
800,1
829,1
817,1
808,1
813,1
816,1
2740,1
824,1
1278,1
1671,1
833,1
836,1
837,1
1351,1
838,1
1768,1
839,1
1767,1
840,1
841,1
842,1
843,1
1427,1
1825,1
844,1
1809,1
845,1
846,1
1554,1
1636,1
847,1
848,1
1248,1
849,1
1819,1
851,1
954,1
1131,1
1241,2
1679,1
1924,1
955,1
982,1
1123,1
1626,1
1925,1
852,1
853,1
1112,1
1279,1
1508,1
1280,1
1323,1
1509,1
854,1
1588,1
855,1
1589,1
856,1
857,1
1221,1
1910,1
858,1
859,1
860,1
1574,1
861,1
1917,1
862,1
863,1
1546,1
1760,1
864,1
865,1
1080,1
1408,1
866,1
867,1
1392,1
991,1
868,1
870,1
869,1
