1,1
2,1
3,1
4,1
5,1
6,2
34,1
35,1
7,2
38,2
39,2
8,2
9,2
43,2
10,3
46,2
11,3
47,3
52,3
12,4
67,3
13,4
69,4
14,4
70,4
15,4
16,4
72,4
17,5
74,4
18,5
19,5
75,5
20,6
76,5
77,5
21,6
83,6
22,6
23,6
87,6
24,6
25,7
88,6
26,7
89,7
90,7
27,7
28,8
93,7
29,8
94,8
30,8
31,8
32,8
33,8
36,1
37,1
40,2
41,2
42,2
44,2
45,2
48,3
49,3
50,3
51,3
53,3
54,3
55,9
56,9
57,9
58,9
59,9
60,9
61,9
62,9
63,9
64,9
65,9
66,9
68,3
71,4
73,4
78,5
79,5
80,5
81,5
82,5
84,6
85,6
86,6
91,7
92,7
